Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 66.0.3359.181,,2018-05-22 11:43:01,2018-05-22 11:43:01,"0,059s",PASSED
setText,Chrome 66.0.3359.181,,2018-05-22 11:43:01,2018-05-22 11:43:01,"0,112s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:01,2018-05-22 11:43:01,"0,052s",PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 11:43:01,2018-05-22 11:43:02,"1,017s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:02,2018-05-22 11:43:02,"0,055s",PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-05-22 11:43:02,2018-05-22 11:43:03,"0,694s",PASSED
,,,,,,
Test Cases/givenStartingPageShouldSeeErrorAfterTryingToReleaseSameCarTwice,Chrome 66.0.3359.181,,2018-05-22 11:43:03,2018-05-22 11:43:10,"6,847s",PASSED
openBrowser,Chrome 66.0.3359.181,,2018-05-22 11:43:03,2018-05-22 11:43:05,"1,914s",PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-22 11:43:05,2018-05-22 11:43:06,"1,117s",PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-22 11:43:06,2018-05-22 11:43:06,"0,465s",PASSED
setText,Chrome 66.0.3359.181,,2018-05-22 11:43:06,2018-05-22 11:43:06,"0,087s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:06,2018-05-22 11:43:06,"0,071s",PASSED
setText,Chrome 66.0.3359.181,,2018-05-22 11:43:06,2018-05-22 11:43:07,"0,081s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:07,2018-05-22 11:43:07,"0,085s",PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 11:43:07,2018-05-22 11:43:08,"1,001s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:08,2018-05-22 11:43:08,"0,053s",PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 11:43:08,2018-05-22 11:43:09,"1,001s",PASSED
setText,Chrome 66.0.3359.181,,2018-05-22 11:43:09,2018-05-22 11:43:09,"0,053s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:09,2018-05-22 11:43:09,"0,043s",PASSED
click,Chrome 66.0.3359.181,,2018-05-22 11:43:09,2018-05-22 11:43:09,"0,064s",PASSED
closeBrowser,Chrome 66.0.3359.181,,2018-05-22 11:43:09,2018-05-22 11:43:10,"0,689s",PASSED
,,,,,,
Test Cases/givenStartingPageShouldSeeFullBannerAfterTryingToRegisterTooManyCars,Chrome 66.0.3359.181,,2018-05-22 11:43:10,2018-05-22 11:43:37,"27,450s",PASSED
openBrowser,Chrome 66.0.3359.181,,2018-05-22 11:43:10,2018-05-22 11:43:12,"1,912s",PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-22 11:43:12,2018-05-22 11:43:13,"1,118s",PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-22 11:43:13,2018-05-22 11:43:13,"0,488s",PASSED
Statement - For (def index : (0..20)),Chrome 66.0.3359.181,,2018-05-22 11:43:13,2018-05-22 11:43:36,"23,073s",PASSED
Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementVisible(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/registeringTooManyCars/Page_ParkIN  home/span_Full))),Chrome 66.0.3359.181,,2018-05-22 11:43:36,2018-05-22 11:43:37,"0,741s",PASSED
